project_number,project_link,hpa_number,location,property,description,review_type,recommendation,meeting_link,previous_review,cfa_action,submitted_documents,owner,,superseded_by
OG 18-078,/records-research/project-search/og-18-078,HPA 18-150,"3134 Dumbarton Street, NW
United States",Residence,Replacement and Related Repair Work to Main Roof,Permit,"No objection to issuance of permit for proposed roof replacement and related repair work, per drawings received 12 January 2018, PROVIDED that prior to work commencing proposed replacement shingle and terminations are provided for review and approval by Staff in order to determine compatibility with overall composition of house.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28909,,,,,,
OG 18-085,/records-research/project-search/og-18-085,HPA 18-165,"2525 P Street, NW
United States",Residence,Replacement of Garage Door and Entry Gate,Permit,"No objection to issuance of permit for proposed replacement of garage doors and entry gates, and installation of two light fixtures at 2525 and 2527 P Street, per drawings received 12 January 2018, PROVIDED that light fixtures are attached through mortar joints.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28909,"('/records-research/project-search/og-17-248-1', 'OG 17-248')",,,,,
OG 18-086,/records-research/project-search/og-18-086,HPA 18-166,"2909 Q Street, NW
United States",Residence,"New stair and areaway, New basement door",Permit,"No objection to issuance of permit for new stair, areaway, and basement door at rear of building, per supplemental drawings received 23 January 2018. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28909,"('/records-research/project-search/og-18-069-0', 'OG 18-069')",,,,,
OG 18-087,/records-research/project-search/og-18-087,HPA 18-170,"1410 26th Street, NW
United States",Residence,Fence replacement,Permit,"No objection to issuance of permit for new wood fence and relocation of existing HVAC at rear of property, per supplemental drawings received 19 January 2018, which indicate that the fence would be a capped, vertical-board, wood fence measuring 6-feet high, PROVIDED horizontal members face in towards the property and the post caps are wood or metal, not vinyl or plastic.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28909,,,,,,
OG 18-088,/records-research/project-search/og-18-088,HPA 18-171,"2612 P Street, NW
United States",Residence,Installation of Stair in Rear Yard,Permit,"No objection to issuance of permit for proposed installation of stair and handrail in rear yard, per drawings received 12 January 2018, PROVIDED that handrail design is approved by Staff prior to installation.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28909,,,,,,
OG 18-089,/records-research/project-search/og-18-089,HPA 18-172,"2610 P Street, NW
United States",Jerusalem Baptist Church,Installation of Retaining Wall and Parking Area in Rear Yard,Permit,"No objection to issuance of permit for proposed installation of retaining wall and parking area in rear yard, per drawings received 12 January 2018. Note: Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28909,,,,,,
OG 18-090,/records-research/project-search/og-18-090,HPA 18-173,"2600 P Street, NW
United States",Jerusalem Baptist Church,Installation of Gravel Driveway / Parking Area in Rear Yard,Permit,"No objection to issuance of permit for proposed installation of gravel driveway / parking area in rear yard, per drawings received 12 January 2018. Note: Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.
",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28909,,,,,,
OG 18-091,/records-research/project-search/og-18-091,HPA 18-174,"3334 N Street, NW
United States",Residence,"Alterations to Fenestration at Rear, Gate and Wall Replacement, Installation of Pergola",Permit,"No objection to issuance of permit for proposed alterations to fenestration at rear, gate and wall replacement, and installation of pergola, per drawings received 23 January 2018, PROVIDED option B for the design of the lintels at the expanded openings is implemented, and exterior sconces are electric. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28909,"('/records-research/project-search/og-18-037', 'OG 18-037')",,,,,
OG 18-092,/records-research/project-search/og-18-092,HPA 18-175,"3601 M Street, NW
United States",Commercial,Demolition of Canopy and Pump Islands at Gas Station,Permit,"No objection to issuance of permit for proposed demolition of canopy and pump islands at gas station, per drawings received 12 January, 2018.  Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28909,,,,,,
OG 18-094,/records-research/project-search/og-18-094,HPA 18-178,"2517 Q Street, NW
United States",Residence,"New dormer, window, roof, and garage door replacement",Permit,"No objection to issuance of permit for dormer addition at rear, as well as window, roof, and garage door replacement to match existing and installation of operable wood shutters at front, per supplemental drawings received 19 January 2018. Note:  Any subsequent modifications to the approved design, including those made during DCRA technical review, must be resubmitted to the Commission for approval prior to the issuance of a permit.",/records-research/record-cfa-actions/old-georgetown-board/consent-calendar/28909,"('/records-research/project-search/og-17-354-0', 'OG 17-354')",,,,,
