0,1,2,3,4,5,6
OG 23-257 (HPA 23-406),"Commercial/Mixed-use, 1000 Thomas Jefferson Street, NW.   Three-story plus penthouse addition to existing building. Concept.",/records-research/project-search/og-23-257-5,OG 23-257,,,[]
OG 23-258 (HPA 23-407),"Commercial, 1050 Thomas Jefferson Street, NW.   Two-story plus penthouse addition to existing building. Concept.",/records-research/project-search/og-23-258-5,OG 23-258,,,[]
OG 23-349 (HPA 23-556),"Commercial, 2900 - 2922 M Street, 1132 29th Street, NW.   Alterations to historic rowhouses. Permit.",,,,,[]
OG 23-352 (HPA 23-559),"Residence, 3238 and 3232 R Street, NW.   Demolition, construction of 2 new structures. Concept.",/records-research/project-search/og-23-352-3,OG 23-352,,,[]
OG 23-345 (HPA 23-552),"Residence, 1316 34th Street, NW.   Additions, alterations. Concept.",/records-research/project-search/og-23-345-2,OG 23-345,,,[]
OG 23-346 (HPA 23-553),"Commercial, 3000 K Street, NW.   Alterations to outdoor terrace at Farmers Fishers Bakers. Permit.",/records-research/project-search/og-23-346-0,OG 23-346,,,[]
OG 23-350 (HPA 23-557),"Commercial, 1729 Wisconsin Avenue, NW.   Modifications to existing property. Concept.",,,,,[]
OG 23-324 (HPA 23-531),"Commercial, 3276 M Street, NW.   Exterior Lighting Plan. Permit.",,,,,[]
OG 23-327 (HPA 23-534),"Commercial, 1258 Wisconsin Avenue, NW.   Signage, alterations for Citibank. Permit.",/records-research/project-search/og-23-327-0,OG 23-327,,,[]
OG 23-325 (HPA 23-532),"Commercial, 3265 Prospect Street, NW.   Signage and awnings for La Bonne Vache Bistro. Permit.",,,,,[]
OG 23-151 (HPA 23-248),"Commercial, 1516 Wisconsin Avenue, NW.   Sign - Tattoo Culture. Permit.",/records-research/project-search/og-23-151-1,OG 23-151,,,[]
OG 23-355 (HPA 23-562),"Residence, 1644 Avon Place, NW.   Modifications and additions to existing property. Concept.",/records-research/project-search/og-23-355-0,OG 23-355,,,[]
OG 23-356 (HPA 23-563),"Residential, 1545 35th Street, NW.   Replace rear doors and windows; add rear dormers. Concept.",,,,,[]
OG 23-299 (HPA 23-475),"Residence, 3414 Prospect Street, NW.   Enlarge rear 2nd floor balcony, replace siding and doors, repair rear wall. Concept.",/records-research/project-search/og-23-299-1,OG 23-299,,,[]
OG 23-312 (HPA 23-488),"Residence, 1236 27th Street, NW.   Replace front windows and doors. Permit.",/records-research/project-search/og-23-312-1,OG 23-312,,,[]
OG 23-338 (HPA 23-545),"Residence, 1625 31st Street, NW.   Window replacement. Permit.",,,,,[]
OG 23-330 (HPA 23-537),"Residence, 3216 Reservoir Road, NW.   Construction of shed - existing alterations without review. Permit.",,,,,[]
OG 23-306 (HPA 23-482),"Residence, 3259 R Street, NW.   In-ground swimming pool. Permit.",,,,,[]
OG 23-351 (HPA HPA 23-382),"Residential, 1363 Wisconsin Avenue, NW.   Construct four-story addition at rear. Concept.",,,,,[]
OG 23-257 (HPA 23-406),"Commercial/Mixed-use, 1000 Thomas Jefferson Street, NW.   Three-story plus penthouse addition to existing building. Concept.",/records-research/project-search/og-23-257-5,OG 23-257,,,[]
OG 23-258 (HPA 23-407),"Commercial, 1050 Thomas Jefferson Street, NW.   Two-story plus penthouse addition to existing building. Concept.",/records-research/project-search/og-23-258-5,OG 23-258,,,[]
OG 23-164 (HPA 23-265),"Commercial, 1073 31st Street, NW.   2-story rooftop addition plus penthouse, alterations. Concept.",/records-research/project-search/og-23-164-2,OG 23-164,,,[]
OG 23-185 (HPA 23-293),"Residence, 3071 Canal Street, NW.   Addition. Concept.",/records-research/project-search/og-23-185-2,OG 23-185,,,[]
OG 23-241 (HPA 23-390),"Kesher Israel Congregation, 2801 N Street, NW.   Construct three-story addition behind synagogue connecting three buildings. Concept.",/records-research/project-search/og-23-241-1,OG 23-241,,,[]
OG 23-294 (HPA 23-470),"Dumbarton Oaks, 1703 32nd Street, NW.   Cooling towers with fence enclosure. Permit.",/records-research/project-search/og-23-294-0,OG 23-294,,,[]
OG 23-111 (HPA 23-185),"Residence, 3273 Prospect Street, NW.   Rear addition, dormer, and solar tiles. Concept.",,,,,[]
OG 23-317 (HPA 23-493),"Residential, 1312 30th Street, NW.   Demo and reconfigure entry stairs, walls, and planters at side yard; install new gate. Concept.",,,,,[]
OG 23-280 (HPA 23-456),"Residence, 3318 N Street, NW.   Replace rear windows and doors, downspout, light fixture and patio replacement. Permit.",/records-research/project-search/og-23-280-0,OG 23-280,,,[]
OG 23-299 (HPA 23-475),"Residence, 3414 Prospect Street, NW.   Enlarge rear 2nd floor balcony, replace siding and doors, repair rear wall. Concept.",/records-research/project-search/og-23-299-1,OG 23-299,,,[]
OG 23-292 (HPA 23-468),"Residence, 2701 Dumbarton Street, NW.   Rear addition, dormer, alterations, replacement of siding and windows. Revised permit.",,,,,[]
OG 23-316 (HPA 23-492),"Residence, 3418 Reservoir Road, NW.   New skylight, siding replacement. Permit.",/records-research/project-search/og-23-316-0,OG 23-316,,,[]
OG 23-303 (HPA 23-479),"Residence, 3418 Reservoir Road, NW.   Window replacement. Permit.",/records-research/project-search/og-23-303-0,OG 23-303,,,[]
OG 23-312 (HPA 23-488),"Residence, 1236 27th Street, NW.   Replace front windows and doors. Permit.",/records-research/project-search/og-23-312-1,OG 23-312,,,[]
OG 23-245 (HPA 23-394),"Commercial, 1063 Wisconsin Avenue, NW.   Wall sign - Filomena Emporium. Permit.",/records-research/project-search/og-23-245-2,OG 23-245,,,[]
OG 23-309 (HPA 23-485),"Commercial, 3239 M Street, NW.   Signage for ""Rails"". Permit.",,,,,[]
OG 23-273 (HPA 23-422),"Commercial, Georgetown Historic District - Various locations.   Comprehensive plan for BID street furniture and treebox treatment. Concept.",,,,,[]
OG 23-257 (HPA 23-406),"Commercial/Mixed-use, 1000 Thomas Jefferson Street, NW.   Three-story plus penthouse addition to existing building. Concept.",/records-research/project-search/og-23-257-5,OG 23-257,,,[]
OG 23-258 (HPA 23-407),"Commercial, 1050 Thomas Jefferson Street, NW.   Two-story plus penthouse addition to existing building. Concept.",/records-research/project-search/og-23-258-5,OG 23-258,,,[]
OG 23-199 (HPA 23-309),"Commercial, 2900 - 2922 M Street, 1132 29th Street, NW.   New development and alterations to historic rowhouses. Concept.",/records-research/project-search/og-23-199-2,OG 23-199,,,[]
OG 23-164 (HPA 23-265),"Commercial, 1073 31st Street, NW.   2-story rooftop addition plus penthouse, alterations. Concept.",/records-research/project-search/og-23-164-2,OG 23-164,,,[]
OG 23-272 (HPA 23-421),"Commercial, 1023 - 1027 31st Street, NW.   Add penthouse, construct five-story addition. Permit.",/records-research/project-search/og-23-272-0,OG 23-272,,,[]
OG 23-241 (HPA 23-390),"Kesher Israel Congregation, 2801 N Street, NW.   Construct three-story addition behind synagogue connecting three buildings. Concept.",/records-research/project-search/og-23-241-1,OG 23-241,,,[]
OG 23-232 (HPA 23-381),"Commercial, 3276 M Street, NW.   Alterations. Permit.",/records-research/project-search/og-23-232-0,OG 23-232,,,[]
OG 23-185 (HPA 23-293),"Residence, 3071 Canal Street, NW.   Addition. Concept.",/records-research/project-search/og-23-185-2,OG 23-185,,,[]
OG 23-111 (HPA 23-185),"Residence, 3273 Prospect Street, NW.   Rear addition, dormer, and solar tiles. Concept.",,,,,[]
OG 23-231 (HPA 23-380),"Residence, 1216 28th Street, NW.   Rear addition. Permit.",,,,,[]
OG 23-223 (HPA 23-347),"Residence, 3257 N Street, NW.   Second floor addition on existing detached garage. Concept.",/records-research/project-search/og-23-223-1,OG 23-223,,,[]
OG 23-277 (HPA 23-426),"Residence, 1503 Dumbarton Rock Court, NW.   Dormers and rear bay addition. Permit.",/records-research/project-search/og-23-277-0,OG 23-277,,,[]
OG 23-276 (HPA 23-425),"Residence, 3335 Q Street, NW.   Renovations and additions to existing single-family house and landscape. Concept.",,,,,[]
OG 23-261 (HPA 23-410),"Residence, 3123 N Street, NW.   Replace concrete steps at front with granite. Permit.",,,,,[]
OG 23-270 (HPA 23-419),"Residence, 3123 N Street, NW.   New pergola in rear yard. Concept.",,,,,[]
OG 23-213 (HPA 23-337),"Commercial, 2715 M Street, NW.   Alterations related to residential conversion. Permit.",/records-research/project-search/og-23-213-0,OG 23-213,,,[]
OG 23-201 (HPA 23-311),"Commercial, 1408 Wisconsin Avenue, NW.   Storefront alterations - Existing alterations without review. Permit.",,,,,[]
OG 23-245 (HPA 23-394),"Commercial, 1063 Wisconsin Avenue, NW.   Wall sign - Filomena Emporium. Permit.",/records-research/project-search/og-23-245-0,OG 23-245,,,[]
OG 23-247 (HPA 23-396),"Residence, 2516 Mill Road, NW.   New pre-fab plastic shed, metal screens at rear terrace - existing alterations without review. Permit.",,,,,[]
OG 23-242 (HPA 23-391),"Residence, 1539 29th Street, NW.   Install rooftop solar panels. Permit.",,,,,[]
OG 23-233 (HPA HPA 23-382),"Residential, 1363 Wisconsin Avenue, NW.   Construct four-story addition at rear. Concept.",,,,,[]
OG 23-199 (HPA 23-309),"Commercial, 2900 - 2922 M Street, 1132 29th Street, NW.   New development and alterations to historic rowhouses. Concept.",/records-research/project-search/og-23-199-2,OG 23-199,,,[]
OG 23-164 (HPA 23-265),"Commercial, 1073 31st Street, NW.   2-story rooftop addition plus penthouse, alterations. Concept.",/records-research/project-search/og-23-164-2,OG 23-164,,,[]
OG 23-223 (HPA 23-347),"Residence, 3257 N Street, NW.   Second floor addition on existing detached garage. Concept.",/records-research/project-search/og-23-223-1,OG 23-223,,,[]
OG 23-117 (HPA 23-191),"Residence, 1237 34th Street, NW.   Rear addition and interior renovation. Concept.",/records-research/project-search/og-23-117-2,OG 23-117,,,[]
OG 23-215 (HPA 23-339),"Residence, 1530 30th Street, NW.   Addition. Revised permit.",,,,,[]
OG 23-155 (HPA 23-254),"Residence, 2737 O Street, NW.   Replace entrance stairs, door, light fixture, and new deck. Permit.",,,,,[]
OG 23-219 (HPA 23-343),"Institution, 3700 O Street, NW.   Fenestration alterations and replacement at Lauinger Library. Concept.",/records-research/project-search/og-23-219-0,OG 23-219,,,[]
OG 23-220 (HPA 23-344),"Commercial, 3057 M Street, NW.   Renovate interior and alterations to front facade. Concept.",,,,,[]
OG 23-196 (HPA 23-306),"Residence, 1339 27th Street, NW.   Roof replacement. Permit.",,,,,[]
OG 23-187 (HPA 23-295),"Residence, 1675 34th Street, NW.   Replace windows and doors. Concept.",/records-research/project-search/og-23-187-1,OG 23-187,/records-research/project-search/og-23-187,OG 23-187,[]
OG 23-190 (HPA 23-300),"Commercial, 1326 Wisconsin Avenue, NW.   Sign - Smoke Island. Permit.",,,,,[]
OG 23-151 (HPA 23-248),"Commercial, 1516 Wisconsin Avenue, NW.   Wall sign - Tattoo Culture. Permit.",/records-research/project-search/og-23-151-1,OG 23-151,,,[]
OG 23-221 (HPA 23-345),"Residence, 3036 Cambridge Place, NW.   New deck - Existing alterations without review. Permit.",,,,,[]
OG 23-199 (HPA 23-309),"Commercial, 2900 - 2922 M Street, 1132 29th Street, NW.   New development and alterations to historic rowhouses. Concept.",/records-research/project-search/og-23-199-2,OG 23-199,,,[]
OG 23-183 (HPA 23-284),"Commercial, 3277 M Street, NW.   Facade redesign and alterations. Concept.",,,,,[]
OG 23-111 (HPA 23-185),"Residence, 3273 Prospect Street, NW.   Rear addition and dormer. Concept.",,,,,['/system/files/meeting-materials/OG%2023-111%203273%20Prospect%20Street%2C%20NW.pdf']
OG 23-185 (HPA 23-293),"Residence, 3071 Canal Street, NW.   Addition. Permit.",/records-research/project-search/og-23-185-2,OG 23-185,,,['/system/files/meeting-materials/OG%2023-185%203071%20Canal%20Street%2C%20NW.pdf']
OG 23-184 (HPA 23-285),"Residence, 3315 N Street, NW.   New garage on existing parking pad. Concept.",/records-research/project-search/og-23-184-0,OG 23-184,,,['/system/files/meeting-materials/OG%2023-184%203315%20N%20Street%2C%20NW.pdf']
OG 23-198 (HPA 23-308),"Residence, 1513 35th Street, NW.   Alterations at rear addition, window replacement, new pool. Concept.",,,,,[]
OG 23-202 (HPA 23-312),"Residence, 3123 N Street, NW.   Rear yard renovation and outside fireplace; electrical box. Permit.",/records-research/project-search/og-23-202-0,OG 23-202,,,['/system/files/meeting-materials/OG%2023-184%203315%20N%20Street%2C%20NW_1.pdf']
OG 23-160 (HPA 23-261),"Commercial, 1258 Wisconsin Avenue, NW.   Signage, alterations for Citibank. Concept.",/records-research/project-search/og-23-160-1,OG 23-160,,,[]
OG 23-187 (HPA 23-295),"Residence, 1675 34th Street, NW.   Replace windows and doors. Concept.",/records-research/project-search/og-23-187-1,OG 23-187,,,['/system/files/meeting-materials/OG%2023-187%201675%2034th%20Street%2C%20NW.pdf']
OG 23-196 (HPA 23-306),"Residence, 1339 27th Street, NW.   Roof replacement. Permit.",,,,,['/system/files/meeting-materials/OG%2023-196%201339%2027th%20Street%2C%20NW.pdf']
OG 23-190 (HPA 23-300),"Commercial, 1326 Wisconsin Avenue, NW.   Wall sign - Smoke Island. Permit.",,,,,['/system/files/meeting-materials/OG%2023-190%201326%20Wisconsin%20Avenue%2C%20NW.pdf']
OG 23-201 (HPA 23-311),"Commercial, 1408 Wisconsin Avenue, NW.   Storefront alterations - Existing alterations without review. Permit.",,,,,[]
TBD (HPA TBD),"Residence, 3614 Prospect Street, NW.   Two sculptures in public space. Permit.",,,,,['/system/files/meeting-materials/TBD%203614%20Prospect%20Street%2C%20NW.pdf']
OG 23-182 (HPA 23-283),"Commercial, 1023 - 1027 31st Street, NW.   Add penthouse, construct five-story addition. Revised concept.",/records-research/project-search/og-23-182-0,OG 23-182,,,[]
OG 23-149 (HPA 23-246),"Commercial, 1023 - 1027 31st Street, NW.   Demolition as part of development project. Permit.",/records-research/project-search/og-23-149-0,OG 23-149,,,[]
OG 23-163 (HPA 23-264),"Dumbarton Oaks, 1703 32nd Street, NW.   New two-story building - Farrand House. Revised concept.",/records-research/project-search/og-23-163-0,OG 23-163,,,[]
OG 23-131 (HPA 23-205),"Residence, 3419 R Street, NW.   New two-story building. Concept.",,,,,[]
OG 23-139 (HPA 23-236),"Residence, 3314 Volta Place, NW.   New rowhouse dwelling. Permit.",/records-research/project-search/og-23-139-0,OG 23-139,,,['/system/files/meeting-materials/OG%2023-139%203314%20Volta%20Place%2C%20NW.pdf']
OG 23-140 (HPA 23-237),"Residence, 3314 1/2 Volta Place, NW.   New rowhouse dwelling. Permit.",/records-research/project-search/og-23-140-0,OG 23-140,,,['/system/files/meeting-materials/OG%2023-140%203314%20Half%20Volta%20Place%2C%20NW.pdf']
OG 23-084 (HPA 23-147),"Residence, 3114 R Street, NW.   New front porch, alterations. Concept.",,,,,[]
OG 23-158 (HPA 23-258),"Residence, 1235 34th Street, NW.   Rear addition. Permit.",,,,,['/system/files/meeting-materials/OG%2023-158%201235%2034th%20Street%2C%20NW_1.pdf']
OG 23-117 (HPA 23-191),"Residence, 1237 34th Street, NW.   Rear addition and interior renovation. Concept.",/records-research/project-search/og-23-117-2,OG 23-117,,,['/system/files/meeting-materials/OG%2023-117%201237%2034th%20Street%2C%20NW_1.pdf']
OG 23-177 (HPA 23-278),"Residence, 3619 O Street, NW.   Replace roof, stucco, and siding. Permit.",,,,,[]
OG 23-183 (HPA 23-284),"Commercial, 3277 M Street, NW.   Facade redesign and alterations. Concept.",,,,,[]
OG 23-160 (HPA 23-261),"Commercial, 1258 Wisconsin Avenue, NW.   Signage, ATM, alterations for Citibank. Concept.",/records-research/project-search/og-23-160-1,OG 23-160,,,[]
OG 23-144 (HPA 23-241),"Commercial, 1049 30th Street, NW.   Alterations, site work. Revised permit.",,,,,[]
OG 23-169 (HPA 23-270),"MedStar Georgetown University Hospital, 3800 Reservoir Road, NW.   Signage for MedStar. Revised concept.",/records-research/project-search/og-23-169-0,OG 23-169,,,[]
OG 23-150 (HPA 23-247),"Commercial, 2617 P Street, NW.   Signage for Streets Market. Permit.",,,,,[]
OG 23-108 (HPA 23-182),"Residence, 1689 35th Street, NW.   Demolish portion of rear porch to build parking space and fence replacement. Concept.",,,,,['/system/files/meeting-materials/OG%2023-108%201689%2035th%20Street%2C%20NW_2.pdf']
OG 23-181 (HPA 23-282),"Institution, 1617 29th Street, NW.   Repoint masonry walls. Permit.",,,,,['/system/files/meeting-materials/OG%2023-181%201617%2029th%20Street%2C%20NW.pdf']
OG 23-127 (HPA 23-201),"Henle Village, 3700 O Street, NW.   Partial demolition of Henle Village and construction of two new residence buildings. Permit.",/records-research/project-search/og-23-127-0,OG 23-127,,,['/system/files/meeting-materials/OG%2023-127%20%203700%20O%20Street%2C%20NW.pdf']
